"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Macrognathus","Macrognathus maculatus","Macrognathus_maculatus","Macrognathus maculatus",0,33,"fishbase",1,"Animalia","Chordata","Actinopterygii","Synbranchiformes","Mastacembelidae","GBIF",99,"ACCEPTED","Mastacembelidae","Synbranchiformes",FALSE
"Macrognathus","Macrognathus pancalus","Macrognathus_pancalus","Macrognathus pancalus",0.142112644496399,31.27,"Cai_etal_2025; fishbase",4,"Animalia","Chordata","Actinopterygii","Synbranchiformes","Mastacembelidae","GBIF",99,"ACCEPTED","Mastacembelidae","Synbranchiformes",FALSE
"Macrolophus","Macrolophus basicornis","Macrolophus_basicornis","Macrolophus basicornis",0,0.00224,"DeLong_etal_2018",1,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","GBIF",99,"ACCEPTED","Miridae","Hemiptera",FALSE
"Macrolophus","Macrolophus caliginosus","Macrolophus_caliginosus","Macrolophus caliginosus",0,0.00224,"DeLong_etal_2018",5,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","GBIF",99,"ACCEPTED","Miridae","Hemiptera",FALSE
"Macrolophus","Macrolophus pygmaeus","Macrolophus_pygmaeus","Macrolophus pygmaeus",0,0.00329,"DeLong_etal_2018",8,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","GBIF",99,"ACCEPTED","Miridae","Hemiptera",FALSE
"Macronectes","Macronectes giganteus","Macronectes_giganteus","Macronectes giganteus",0.214465569779605,4083,"AnAge; Brose_etal_2018; Cai_etal_2025; Castro_2025; Lislevand_etal_2007; Makarieva_2008; Myrhvold_2015; Verberk_2020; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",32,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","GBIF",99,"ACCEPTED","Procellariidae","Procellariiformes",FALSE
"Macronectes","Macronectes halli","Macronectes_halli","Macronectes halli",0.0775894501963234,4412,"Brose_etal_2018; Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; sealifebase",15,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","GBIF",99,"ACCEPTED","Procellariidae","Procellariiformes",FALSE
"Macronus","Macronus bornensis","Macronus_bornensis","Macronus bornensis; Macronous bornensis",0.0122869042743188,11.66,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"ACCEPTED","Timaliidae","Passeriformes",TRUE
"Macronus","Macronus flavicollis","Macronous_flavicollis","Macronous flavicollis",0,20,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"SYNONYM","Timaliidae","Passeriformes",TRUE
"Macronus","Macronus gularis","Macronus_gularis","Macronus gularis; Macronous gularis",0.0507597592208544,12.18,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",42,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"ACCEPTED","Timaliidae","Passeriformes",TRUE
"Macronus","Macronus kelleyi","Macronous_kelleyi","Macronous kelleyi",0.232818164191727,13.42,"Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",5,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"SYNONYM","Timaliidae","Passeriformes",TRUE
"Macronus","Macronus ptilosus","Macronus_ptilosus","Macronus ptilosus; Macronous ptilosus",0.0187495109851752,18.19,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",16,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"ACCEPTED","Timaliidae","Passeriformes",TRUE
"Macronus","Macronus striaticeps","Macronus_striaticeps","Macronus striaticeps; Macronous striaticeps",0.0350695188519863,16.13,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",39,"Animalia","Chordata","Aves","Passeriformes","Timaliidae","GBIF",98,"ACCEPTED","Timaliidae","Passeriformes",TRUE
"Macronycteris","Macronycteris commersonii","Hipposideros_commersoni","Hipposideros commersoni",0.722080722745528,167.1,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; vertnet-mammalia-sept2016",9,"Animalia","Chordata","Mammalia","Chiroptera","Hipposideridae","GBIF",98,"SYNONYM","Hipposideridae","Chiroptera",TRUE
"Macronycteris","Macronycteris gigas","Hipposideros_gigas","Hipposideros gigas",0.159133167869694,132.4,"Faurby_etal_2018; Jones_2009; Myrhvold_2015",3,"Animalia","Chordata","Mammalia","Chiroptera","Hipposideridae","GBIF",98,"SYNONYM","Hipposideridae","Chiroptera",TRUE
"Macronycteris","Macronycteris thomensis","Hipposideros_thomensis","Hipposideros thomensis",0.215298141350465,88.5,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Chiroptera","Hipposideridae","GBIF",98,"SYNONYM","Hipposideridae","Chiroptera",TRUE
"Macronycteris","Macronycteris vittatus","Hipposideros_vittatus","Hipposideros vittatus",0,127.9,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Chiroptera","Hipposideridae","GBIF",98,"SYNONYM","Hipposideridae","Chiroptera",TRUE
"Macronyx","Macronyx ameliae","Macronyx_ameliae","Macronyx ameliae",0.877982003923684,87.93,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",6,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx aurantiigula","Macronyx_aurantiigula","Macronyx aurantiigula",0.0163753028351374,38.97,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",8,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx capensis","Macronyx_capensis","Macronyx capensis",0.0528470232661911,48.45,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",7,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx croceus","Macronyx_croceus","Macronyx croceus",0.148085591259432,44.6,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",10,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx flavicollis","Macronyx_flavicollis","Macronyx flavicollis",0,45.08,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx fuelleborni","Macronyx_fuellebornii","Macronyx fuellebornii; Macronyx fuelleborni",0.0292806543660144,55.88,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",5,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",96,"ACCEPTED","Motacillidae","Passeriformes",TRUE
"Macronyx","Macronyx grimwoodi","Macronyx_grimwoodi","Macronyx grimwoodi",0,45.08,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macronyx","Macronyx sharpei","Macronyx_sharpei","Macronyx sharpei",0.188000850009983,37.16,"Wilman_etal_2014; vertnet-aves-sept2016",3,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","GBIF",99,"ACCEPTED","Motacillidae","Passeriformes",FALSE
"Macropelopia","Macropelopia adaucta","Macropelopia_adaucta","Macropelopia adaucta",0,0.00126,"Brose_etal_2018",75,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","GBIF",99,"ACCEPTED","Chironomidae","Diptera",FALSE
"Macropelopia","Macropelopia nebulosa","Macropelopia_nebulosa","Macropelopia nebulosa",0,0.0001571,"Brose_2005",1,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","GBIF",99,"ACCEPTED","Chironomidae","Diptera",FALSE
"Macropharyngodon","Macropharyngodon negrosensis","Macropharyngodon_negrosensis","Macropharyngodon negrosensis",0,19.6,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","GBIF",99,"ACCEPTED","Labridae","Perciformes",FALSE
"Macropholidus","Macropholidus annectens","Macropholidus_annectens","Macropholidus annectens",0.00326704719101737,4.919,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","GBIF",99,"ACCEPTED","Gymnophthalmidae",NA,FALSE
"Macropholidus","Macropholidus ataktolepis","Macropholidus_ataktolepis","Macropholidus ataktolepis",0.0115175807791369,1.622,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","GBIF",99,"ACCEPTED","Gymnophthalmidae",NA,FALSE
"Macropholidus","Macropholidus huancabambae","Macropholidus_huancabambae","Macropholidus huancabambae",0.0033215801064324,4.184,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","GBIF",99,"ACCEPTED","Gymnophthalmidae",NA,FALSE
"Macropholidus","Macropholidus ruthveni","Macropholidus_ruthveni","Macropholidus ruthveni",0.0098303453633274,2.077,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","GBIF",99,"ACCEPTED","Gymnophthalmidae",NA,FALSE
"Macrophyllum","Macrophyllum macrophyllum","Macrophyllum_macrophyllum","Macrophyllum macrophyllum",0.0500681411551613,8.248,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",6,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","GBIF",99,"ACCEPTED","Phyllostomidae","Chiroptera",FALSE
"Macropinna","Macropinna microstoma","Macropinna_microstoma","Macropinna microstoma",0,42.2,"Froese_2025; Froese_2014",1,"Animalia","Chordata","Actinopterygii","Osmeriformes","Opisthoproctidae","GBIF",99,"ACCEPTED","Opisthoproctidae","Osmeriformes",FALSE
"Macropodus","Macropodus erythropterus","Macropodus_erythropterus","Macropodus erythropterus",0,4.9,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Macropodus","Macropodus hongkongensis","Macropodus_hongkongensis","Macropodus hongkongensis",0,3.8,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Macropodus","Macropodus ocellatus","Macropodus_ocellatus","Macropodus ocellatus",0,4.1,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Macropodus","Macropodus opercularis","Macropodus_opercularis","Macropodus opercularis",0.075801495689006,4.71,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","GBIF",99,"ACCEPTED","Osphronemidae","Perciformes",FALSE
"Macroprotodon","Macroprotodon abubakeri","Macroprotodon_abubakeri","Macroprotodon abubakeri",0,16.7,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Macroprotodon","Macroprotodon brevis","Macroprotodon_brevis","Macroprotodon brevis",0.711681969852156,62.1,"Feldman_etal_2016; Myrhvold_2015",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Macroprotodon","Macroprotodon cucullatus","Macroprotodon_cucullatus","Macroprotodon cucullatus",0.607100215967486,64.85,"Feldman_etal_2016; Myrhvold_2015",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Macroprotodon","Macroprotodon mauritanicus","Macroprotodon_mauritanicus","Macroprotodon mauritanicus",0.541362150974351,66.95,"Feldman_etal_2016; Myrhvold_2015",2,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Macropsalis","Macropsalis forcipata","Macropsalis_forcipata","Macropsalis forcipata",0,139,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","GBIF",99,"ACCEPTED","Caprimulgidae","Caprimulgiformes",FALSE
"Macropus","Macropus atlas","Sthenurus_atlas","Sthenurus atlas",0,150000,"Faurby_etal_2018; Smith_2003",2,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",98,"SYNONYM","Macropodidae","Diprotodontia",TRUE
"Macropus","Macropus bernardus","Macropus_bernardus","Macropus bernardus",0.0125891273080203,17210,"AnAge; Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",7,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus fuliginosus","Macropus_fuliginosus","Macropus fuliginosus",0.746775685982942,22710,"AnAge; AndersonGillooly_2017; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b",12,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus goliah","Procoptodon_goliah","Procoptodon goliah",0.0324520237811381,241000,"Faurby_etal_2018; Smith_2003",2,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",98,"SYNONYM","Macropodidae","Diprotodontia",TRUE
"Macropus","Macropus greyi","Macropus_greyi","Macropus greyi",0,10000,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus irma","Macropus_irma","Macropus irma",0,8000,"Cai_etal_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",7,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus parma","Macropus_parma","Macropus parma",0.606858874209731,3888,"AnAge; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",10,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus parryi","Macropus_parryi","Macropus parryi",0.689210167046863,12450,"AnAge; Brown_etal_2018; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",8,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus robustus","Macropus_robustus","Macropus robustus",0.751536282448968,21580,"AnAge; Brown_etal_2018; Cai_etal_2025; Castro_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b",13,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropus","Macropus rufus","Macropus_rufus","Macropus rufus",0.891284675354815,44260,"AnAge; AndersonGillooly_2017; Brown_etal_2018; Cai_etal_2025; Faurby_etal_2018; Fisher_2001; Hirt_etal_2017; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b",15,"Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","GBIF",99,"ACCEPTED","Macropodidae","Diprotodontia",FALSE
"Macropygia","Macropygia amboinensis","Macropygia_amboinensis","Macropygia amboinensis",0.179072025857939,214,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",13,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia emiliana","Macropygia_emiliana","Macropygia emiliana",0.208067153103227,181.4,"Myrhvold_2015; Wilman_etal_2014; vertnet-traits-sept2016",3,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia mackinlayi","Macropygia_mackinlayi","Macropygia mackinlayi",0.0253010928241584,88.43,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia magna","Macropygia_magna","Macropygia magna",0,146.6,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia nigrirostris","Macropygia_nigrirostris","Macropygia nigrirostris",0.0322670496033393,87.4,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",14,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia phasianella","Macropygia_phasianella","Macropygia phasianella",0.186944366315011,196.8,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",14,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia ruficeps","Macropygia_ruficeps","Macropygia ruficeps",0.00461528766368752,82.34,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia rufipennis","Macropygia_rufipennis","Macropygia rufipennis",0.00165923008833911,256.5,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia tenuirostris","Macropygia_tenuirostris","Macropygia tenuirostris",0.0685212728605045,192.1,"Myrhvold_2015; Wilman_etal_2014",2,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macropygia","Macropygia unchall","Macropygia_unchall","Macropygia unchall",0.0367150711110211,163.8,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",7,"Animalia","Chordata","Aves","Columbiformes","Columbidae","GBIF",99,"ACCEPTED","Columbidae","Columbiformes",FALSE
"Macroramphosus","Macroramphosus scolopax","Macroramphosus_scolopax","Macroramphosus scolopax",0.217872768377188,53.83,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Centriscidae","GBIF",99,"ACCEPTED","Centriscidae","Syngnathiformes",FALSE
"Macrorhamphosodes","Macrorhamphosodes uradoi","Macrorhamphosodes_uradoi","Macrorhamphosodes uradoi",0,92.2,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Triacanthodidae","GBIF",99,"ACCEPTED","Triacanthodidae","Tetraodontiformes",FALSE
"Macroscelides","Macroscelides flavicaudatus","Macroscelides_flavicaudatus","Macroscelides flavicaudatus",0.133630845078374,35.05,"Faurby_etal_2018; vertnet-traits-sept2016",4,"Animalia","Chordata","Mammalia","Macroscelidea","Macroscelididae","GBIF",99,"ACCEPTED","Macroscelididae","Macroscelidea",FALSE
"Macroscelides","Macroscelides micus","Macroscelides_micus","Macroscelides micus",0.0209577920946223,27.67,"Faurby_etal_2018; vertnet-traits-sept2016",5,"Animalia","Chordata","Mammalia","Macroscelidea","Macroscelididae","GBIF",99,"ACCEPTED","Macroscelididae","Macroscelidea",FALSE
"Macroscelides","Macroscelides proboscideus","Macroscelides_proboscideus","Macroscelides proboscideus",0.183390497797181,37.75,"AnAge; Cai_etal_2025; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014b; vertnet-mammalia-sept2016; vertnet-traits-sept2016",13,"Animalia","Chordata","Mammalia","Macroscelidea","Macroscelididae","GBIF",99,"ACCEPTED","Macroscelididae","Macroscelidea",FALSE
"Macrosiphum","Macrosiphum euphorbiae","Macrosiphum_euphorbiae","Macrosiphum euphorbiae",0.643452676486187,0.00081,"AndersonGillooly_2017; DeLong_etal_2018",4,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","GBIF",99,"ACCEPTED","Aphididae","Hemiptera",FALSE
"Macrosphenus","Macrosphenus concolor","Macrosphenus_concolor","Macrosphenus concolor",0.172697205267911,13.66,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",7,"Animalia","Chordata","Aves","Passeriformes","Macrosphenidae","GBIF",99,"ACCEPTED","Macrosphenidae","Passeriformes",FALSE
"Macrosphenus","Macrosphenus flavicans","Macrosphenus_flavicans","Macrosphenus flavicans",0.10968704339678,13.17,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",12,"Animalia","Chordata","Aves","Passeriformes","Macrosphenidae","GBIF",99,"ACCEPTED","Macrosphenidae","Passeriformes",FALSE
"Macrosphenus","Macrosphenus kempi","Macrosphenus_kempi","Macrosphenus kempi",0.0371996869254096,12.77,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014",3,"Animalia","Chordata","Aves","Passeriformes","Macrosphenidae","GBIF",99,"ACCEPTED","Macrosphenidae","Passeriformes",FALSE
"Macrosphenus","Macrosphenus kretschmeri","Macrosphenus_kretschmeri","Macrosphenus kretschmeri",0.0328125034762587,20.35,"Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014",3,"Animalia","Chordata","Aves","Passeriformes","Macrosphenidae","GBIF",99,"ACCEPTED","Macrosphenidae","Passeriformes",FALSE
"Macrosphenus","Macrosphenus pulitzeri","Macrosphenus_pulitzeri","Macrosphenus pulitzeri",0,11.68,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Macrosphenidae","GBIF",99,"ACCEPTED","Macrosphenidae","Passeriformes",FALSE
"Macrotarsomys","Macrotarsomys bastardi","Macrotarsomys_bastardi","Macrotarsomys bastardi",0.0718820073061253,28.18,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",5,"Animalia","Chordata","Mammalia","Rodentia","Nesomyidae","GBIF",99,"ACCEPTED","Nesomyidae","Rodentia",FALSE
"Macrotarsomys","Macrotarsomys ingens","Macrotarsomys_ingens","Macrotarsomys ingens",0.0624900056100965,57.12,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Nesomyidae","GBIF",99,"ACCEPTED","Nesomyidae","Rodentia",FALSE
"Macrotarsomys","Macrotarsomys petteri","Macrotarsomys_petteri","Macrotarsomys petteri",0,105,"Faurby_etal_2018",1,"Animalia","Chordata","Mammalia","Rodentia","Nesomyidae","GBIF",99,"ACCEPTED","Nesomyidae","Rodentia",FALSE
"Macrotermes","Macrotermes carbonarius","Macrotermes_carbonarius","Macrotermes carbonarius",0,0.01193,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Blattodea","Termitidae","GBIF",99,"ACCEPTED","Termitidae","Blattodea",FALSE
"Macrotermes","Macrotermes gilvus","Macrotermes_gilvus","Macrotermes gilvus",0,0.007,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Blattodea","Termitidae","GBIF",99,"ACCEPTED","Termitidae","Blattodea",FALSE
"Macrotermes","Macrotermes malaccensis","Macrotermes_malaccensis","Macrotermes malaccensis",0,0.0116,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Blattodea","Termitidae","GBIF",99,"ACCEPTED","Termitidae","Blattodea",FALSE
"Macrotis","Macrotis lagotis","Macrotis_lagotis","Macrotis lagotis",0.242359783932504,1246,"AnAge; Cai_etal_2025; Castro_2025; Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",10,"Animalia","Chordata","Mammalia","Peramelemorphia","Thylacomyidae","GBIF",99,"ACCEPTED","Thylacomyidae","Peramelemorphia",FALSE
"Macrotis","Macrotis leucura","Macrotis_leucura","Macrotis leucura",0.0685437771132986,349.4,"Faurby_etal_2018; Fisher_2001; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",6,"Animalia","Chordata","Mammalia","Peramelemorphia","Thylacomyidae","GBIF",99,"ACCEPTED","Thylacomyidae","Peramelemorphia",FALSE
"Macrotocinclus","Macrotocinclus affinis","Macrotocinclus_affinis","Macrotocinclus affinis",0,1.1,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Siluriformes","Loricariidae","GBIF",99,"ACCEPTED","Loricariidae","Siluriformes",FALSE
"Macrotritopus","Macrotritopus defilippi","Macrotritopus_defilippi","Macrotritopus defilippi",0,56.4,"sealifebase",1,"Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","GBIF",99,"ACCEPTED","Octopodidae","Octopoda",FALSE
"Macrotus","Macrotus californicus","Macrotus_californicus","Macrotus californicus",0.117348000719154,12.36,"AnAge; Cai_etal_2025; Castro_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; vertnet-mammalia-sept2016",10,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","GBIF",99,"ACCEPTED","Phyllostomidae","Chiroptera",FALSE
"Macrotus","Macrotus waterhousii","Macrotus_waterhousii","Macrotus waterhousii",0.309463163200844,16.14,"AnAge; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003; vertnet-mammalia-sept2016; vertnet-traits-sept2016",8,"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","GBIF",99,"ACCEPTED","Phyllostomidae","Chiroptera",FALSE
"Macrourus","Macrourus berglax","Macrourus_berglax","Macrourus berglax",0,12940,"Froese_2025; Froese_2014",1,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","GBIF",99,"ACCEPTED","Macrouridae","Gadiformes",FALSE
"Macrourus","Macrourus holotrachys","Macrourus_holotrachys","Macrourus holotrachys",0.68640788554403,2291,"Brose_etal_2018; Raymond_2011",86,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","GBIF",99,"ACCEPTED","Macrouridae","Gadiformes",FALSE
"Macrourus","Macrourus whitsoni","Macrourus_whitsoni","Macrourus whitsoni",0,5100,"Brose_etal_2018; Cai_etal_2025; fishbase",94,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","GBIF",99,"ACCEPTED","Macrouridae","Gadiformes",FALSE
"Macrovipera","Macrovipera lebetinus","Macrovipera_lebetina","Macrovipera lebetina",0.56255699230706,3038,"Feldman_etal_2016; Myrhvold_2015",2,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",96,"ACCEPTED","Viperidae",NA,TRUE
