Latin name ,Island,Sex,Sampling Date,W (g),FL (cm),TL (cm)
Acanthurus bahianus,GUADELOUPE,I,11/17/21,76.3,14,16
Acanthurus bahianus,GUADELOUPE,I,11/17/21,93.4,15,17
Acanthurus bahianus,GUADELOUPE,I,11/17/21,125.1,16.5,18
Acanthurus bahianus,GUADELOUPE,I,11/17/21,99.5,15.5,17
Acanthurus bahianus,GUADELOUPE,I,11/17/21,71.4,14,15
Acanthurus bahianus,GUADELOUPE,I,11/17/21,53.3,12.5,14
Acanthurus bahianus,GUADELOUPE,I,11/17/21,74.4,14.5,16
Acanthurus bahianus,GUADELOUPE,I,11/17/21,51.3,12.5,13.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,74.1,14.5,16
Acanthurus bahianus,GUADELOUPE,I,11/17/21,76.7,15,16.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,51.9,13,14.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,57.3,13,14.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,39.5,12,13
Acanthurus bahianus,GUADELOUPE,I,11/17/21,50.8,13,14
Acanthurus bahianus,GUADELOUPE,I,11/17/21,73.8,13.5,15
Acanthurus bahianus,GUADELOUPE,I,11/17/21,52.9,13,14.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,71.3,13.5,15
Acanthurus bahianus,GUADELOUPE,I,11/17/21,88.4,15.5,17.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,89.3,16.5,18
Acanthurus bahianus,GUADELOUPE,F,11/17/21,155.4,18.5,20.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,147.3,17.5,20
Acanthurus bahianus,GUADELOUPE,I,11/17/21,135.8,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,11/17/21,164.2,18,21
Acanthurus bahianus,GUADELOUPE,I,11/17/21,128.6,16.5,18.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,222.5,18.5,21.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,144.8,16,18.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,170,18,20.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,165.8,17.5,20
Acanthurus bahianus,GUADELOUPE,I,11/17/21,159.5,18,20.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,156.6,16.5,19
Acanthurus bahianus,GUADELOUPE,I,11/17/21,168.6,18,20.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,86.9,14,16
Acanthurus bahianus,GUADELOUPE,I,11/17/21,186.4,18,20
Acanthurus bahianus,GUADELOUPE,I,11/17/21,126.3,15.5,17.5
Acanthurus bahianus,GUADELOUPE,I,11/17/21,167.7,17.5,20
Acanthurus bahianus,GUADELOUPE,I,11/18/21,156.2,18,20.5
Acanthurus bahianus,GUADELOUPE,I,11/18/21,87.4,16,18
Acanthurus bahianus,GUADELOUPE,I,5/22/22,170.3,20,22
Acanthurus bahianus,GUADELOUPE,M,5/22/22,136.1,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,153.8,18,21
Acanthurus bahianus,GUADELOUPE,M,5/22/22,160,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/22/22,139.9,17,19
Acanthurus bahianus,GUADELOUPE,M,5/22/22,158.2,19,21.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,91.8,13.5,15
Acanthurus bahianus,GUADELOUPE,M,5/22/22,154.4,17,19
Acanthurus bahianus,GUADELOUPE,M,5/22/22,151.8,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,153,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,161.7,18.5,21
Acanthurus bahianus,GUADELOUPE,I,5/22/22,106.4,16,17
Acanthurus bahianus,GUADELOUPE,M,5/22/22,144.2,18.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,150.2,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/22/22,145.1,17,19
Acanthurus bahianus,GUADELOUPE,M,5/22/22,109.7,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/22/22,134.6,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/22/22,93.2,15,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,140.1,18,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,128,17.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,160.6,19.5,21.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,185.4,20.5,23.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,146,18,19.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,102.1,16,17.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,139.8,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,124.1,17,19
Acanthurus bahianus,GUADELOUPE,I,5/23/22,92.3,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,144.5,18,20.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,142.3,18,21
Acanthurus bahianus,GUADELOUPE,M,5/23/22,139.2,18,19
Acanthurus bahianus,GUADELOUPE,M,5/23/22,138.2,19,20.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,135.2,18,21
Acanthurus bahianus,GUADELOUPE,I,5/23/22,130.6,18,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,98,16,18
Acanthurus bahianus,GUADELOUPE,I,5/23/22,140.2,19,22
Acanthurus bahianus,GUADELOUPE,I,5/23/22,125.7,18,21
Acanthurus bahianus,GUADELOUPE,M,5/23/22,149.2,18,20.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,147.3,18.5,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,90.8,15,17
Acanthurus bahianus,GUADELOUPE,I,5/23/22,133.9,18,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,162.1,18,21
Acanthurus bahianus,GUADELOUPE,M,5/23/22,160.6,18,21
Acanthurus bahianus,GUADELOUPE,I,5/23/22,102.4,16,17.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,102.4,16,18.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,94.4,16.5,18.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,109.4,17,20
Acanthurus bahianus,GUADELOUPE,I,5/23/22,60.6,13.5,14.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,134,18,20
Acanthurus bahianus,GUADELOUPE,I,5/23/22,62,13,14.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,75.2,14.5,16
Acanthurus bahianus,GUADELOUPE,M,5/23/22,128.4,17,19
Acanthurus bahianus,GUADELOUPE,M,5/23/22,130.7,18,19.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,87.5,15,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,145.2,18,20.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,146.3,18.5,21
Acanthurus bahianus,GUADELOUPE,M,5/23/22,88.7,15,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,151.2,18.5,20
Acanthurus bahianus,GUADELOUPE,I,5/23/22,142.1,18,20
Acanthurus bahianus,GUADELOUPE,I,5/23/22,93.4,15,17.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,105,16.5,19
Acanthurus bahianus,GUADELOUPE,I,5/23/22,132.2,18,19.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,111,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,127.7,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,125.5,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,159.8,19.5,21
Acanthurus bahianus,GUADELOUPE,M,5/23/22,127.3,18,20.5
Acanthurus bahianus,GUADELOUPE,F,5/23/22,99,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,91,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,116.8,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,78.2,14.5,16
Acanthurus bahianus,GUADELOUPE,M,5/23/22,137.9,18,19.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,75.5,15,16.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,93.6,16,18
Acanthurus bahianus,GUADELOUPE,M,5/23/22,84.5,15,17.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,126.1,17.5,19.5
Acanthurus bahianus,GUADELOUPE,F,5/23/22,84.6,15,16.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,155.9,18.5,20
Acanthurus bahianus,GUADELOUPE,M,5/23/22,161.2,17,22
Acanthurus bahianus,GUADELOUPE,I,5/23/22,57.3,13.5,14.5
Acanthurus bahianus,GUADELOUPE,I,5/23/22,79.3,14.5,16
Acanthurus bahianus,GUADELOUPE,M,5/23/22,163.5,19,20.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,90.8,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,129.3,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,117.6,17,19.5
Acanthurus bahianus,GUADELOUPE,F,5/23/22,106.1,16,18
Acanthurus bahianus,GUADELOUPE,M,5/23/22,127.3,17,19
Acanthurus bahianus,GUADELOUPE,I,5/23/22,100.3,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,119.3,17.5,19
Acanthurus bahianus,GUADELOUPE,M,5/23/22,112.2,17,18
Acanthurus bahianus,GUADELOUPE,M,5/23/22,110,16,18
Acanthurus bahianus,GUADELOUPE,F,5/23/22,91.8,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/23/22,109.7,17.5,19
Acanthurus bahianus,GUADELOUPE,I,5/23/22,106.8,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/23/22,95,16,18
Acanthurus bahianus,GUADELOUPE,I,5/24/22,181.9,18.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/24/22,182.6,18,19.5
Acanthurus bahianus,GUADELOUPE,I,5/24/22,144,16,19.5
Acanthurus bahianus,GUADELOUPE,F,5/24/22,160.4,18,21
Acanthurus bahianus,GUADELOUPE,I,5/24/22,286.9,21,24
Acanthurus bahianus,GUADELOUPE,I,5/24/22,183.9,19,21.5
Acanthurus bahianus,GUADELOUPE,I,5/24/22,207.9,19.5,22
Acanthurus bahianus,GUADELOUPE,M,5/24/22,172,18,20.5
Acanthurus bahianus,GUADELOUPE,F,5/24/22,139.6,17,19
Acanthurus bahianus,GUADELOUPE,I,5/24/22,220.3,19.5,22
Acanthurus bahianus,GUADELOUPE,F,5/24/22,188.4,18,21
Acanthurus bahianus,GUADELOUPE,F,5/24/22,232.2,19.5,22.5
Acanthurus bahianus,GUADELOUPE,F,5/24/22,147.4,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/24/22,217.3,18.5,21
Acanthurus bahianus,GUADELOUPE,F,5/24/22,185.1,18,21
Acanthurus bahianus,GUADELOUPE,F,5/24/22,179.5,18.5,21
Acanthurus bahianus,GUADELOUPE,F,5/24/22,190,18.5,21.5
Acanthurus bahianus,GUADELOUPE,I,5/24/22,237.7,20,23
Acanthurus bahianus,GUADELOUPE,F,5/24/22,199.5,18.5,21
Acanthurus bahianus,GUADELOUPE,I,5/24/22,168.4,18,20.5
Acanthurus bahianus,GUADELOUPE,F,5/24/22,167.2,18.5,21
Acanthurus bahianus,GUADELOUPE,M,5/24/22,205.9,19,22
Acanthurus bahianus,GUADELOUPE,I,5/24/22,204.7,19,22
Acanthurus bahianus,GUADELOUPE,F,5/24/22,234.1,19.5,22
Acanthurus bahianus,GUADELOUPE,F,5/24/22,152.9,17.5,19.5
Acanthurus bahianus,GUADELOUPE,F,5/24/22,150.8,18.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/24/22,192,19,21.5
Acanthurus bahianus,GUADELOUPE,M,5/26/22,127,17.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/26/22,75.6,15,17
Acanthurus bahianus,GUADELOUPE,M,5/26/22,119,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/26/22,93.3,15.5,18.5
Acanthurus bahianus,GUADELOUPE,F,5/26/22,151.1,18.5,21.5
Acanthurus bahianus,GUADELOUPE,M,5/26/22,149.3,18.5,21.5
Acanthurus bahianus,GUADELOUPE,F,5/26/22,108.3,16.5,18.5
Acanthurus bahianus,GUADELOUPE,M,5/26/22,150.6,19,22
Acanthurus bahianus,GUADELOUPE,M,5/26/22,170.4,19,22
Acanthurus bahianus,GUADELOUPE,M,5/26/22,103.4,16,18
Acanthurus bahianus,GUADELOUPE,M,5/26/22,130.4,18,21
Acanthurus bahianus,GUADELOUPE,M,5/26/22,101.2,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/26/22,114.8,17,19.5
Acanthurus bahianus,GUADELOUPE,I,5/26/22,109,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/26/22,116.7,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/26/22,131,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/26/22,115.1,17,18
Acanthurus bahianus,GUADELOUPE,F,5/26/22,103.9,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,123,17,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,123.9,17.5,20
Acanthurus bahianus,GUADELOUPE,I,5/27/22,103.6,17,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,91.5,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,122.4,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,86.3,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,125.3,17.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,117.4,17,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,97.4,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,122.1,17.5,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,88.3,15,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,154.9,18.5,21
Acanthurus bahianus,GUADELOUPE,F,5/27/22,75.8,14,16
Acanthurus bahianus,GUADELOUPE,F,5/27/22,78.3,15,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,113.3,17,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,112.4,16.5,18.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,89.5,17,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,88.4,15,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,139.4,17,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,106.2,17,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,119.9,18,20.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,152,18,18.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,100.1,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,114.5,17,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,180.7,19,22
Acanthurus bahianus,GUADELOUPE,M,5/27/22,120.2,17,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,87.3,15.5,17
Acanthurus bahianus,GUADELOUPE,I,5/27/22,90.3,16,17.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,122.2,17,20
Acanthurus bahianus,GUADELOUPE,F,5/27/22,100.5,16.5,18.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,84.3,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,160.8,19,21
Acanthurus bahianus,GUADELOUPE,M,5/27/22,110.8,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,90.9,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,134.4,18,21
Acanthurus bahianus,GUADELOUPE,M,5/27/22,181.9,19,22
Acanthurus bahianus,GUADELOUPE,M,5/27/22,121.2,17,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,158.3,19,21.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,76.7,15,17
Acanthurus bahianus,GUADELOUPE,F,5/27/22,148.5,18,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,76.4,14.5,16
Acanthurus bahianus,GUADELOUPE,F,5/27/22,98.2,16.5,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,125.2,18,21
Acanthurus bahianus,GUADELOUPE,M,5/27/22,173.5,19.5,22.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,90.7,15.5,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,114.7,17,19.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,105.3,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,93.3,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,79.9,15.5,17
Acanthurus bahianus,GUADELOUPE,F,5/27/22,74.3,15,16.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,111.7,17,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,90,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,109,16.5,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,97.7,16,17.5
Acanthurus bahianus,GUADELOUPE,I,5/27/22,47,13,14
Acanthurus bahianus,GUADELOUPE,M,5/27/22,107.4,17,18.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,90.4,15.5,17
Acanthurus bahianus,GUADELOUPE,F,5/27/22,105.4,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,120.1,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,103.1,15.5,17.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,84,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,131,18,20.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,117.3,17.5,20
Acanthurus bahianus,GUADELOUPE,F,5/27/22,127.8,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,97.5,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,77.9,15,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,135.8,17.5,21
Acanthurus bahianus,GUADELOUPE,F,5/27/22,90.2,16,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,144.9,18.5,21.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,165.5,19,21.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,126.3,17.5,20
Acanthurus bahianus,GUADELOUPE,F,5/27/22,94.5,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,82.4,16,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,88.1,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,142.9,18,21
Acanthurus bahianus,GUADELOUPE,M,5/27/22,100,16,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,107,17,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,109.7,16.5,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,96,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,76,14.5,16.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,117.1,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,119.9,17.5,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,135.1,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,108.5,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,100.9,16,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,104.6,16,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,117.7,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,135.8,17.5,20
Acanthurus bahianus,GUADELOUPE,F,5/27/22,109.5,17,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,69,14.5,16
Acanthurus bahianus,GUADELOUPE,M,5/27/22,105.5,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,93.8,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,84.6,15,17
Acanthurus bahianus,GUADELOUPE,F,5/27/22,83.9,15,16.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,89.7,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,96.2,16.5,19
Acanthurus bahianus,GUADELOUPE,F,5/27/22,77.1,16,17.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,99.1,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/27/22,91,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,93.3,16,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,116.5,17,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,90.3,16,18
Acanthurus bahianus,GUADELOUPE,M,5/27/22,121.6,17,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,119.9,17,19.5
Acanthurus bahianus,GUADELOUPE,I,5/27/22,43.9,12.5,14
Acanthurus bahianus,GUADELOUPE,F,5/27/22,81.4,15,17
Acanthurus bahianus,GUADELOUPE,F,5/27/22,85.5,16,17.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,88,15.5,18
Acanthurus bahianus,GUADELOUPE,F,5/27/22,74.8,15,16.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,124,17.5,20
Acanthurus bahianus,GUADELOUPE,M,5/27/22,123.1,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,101.1,16,18.5
Acanthurus bahianus,GUADELOUPE,M,5/27/22,48.1,12.5,14
Acanthurus bahianus,GUADELOUPE,M,5/27/22,104.8,16.5,18.5
Acanthurus bahianus,GUADELOUPE,F,5/27/22,107.7,16,18
Acanthurus bahianus,GUADELOUPE,I,5/27/22,60,13.5,15
Acanthurus bahianus,GUADELOUPE,F,5/27/22,82.5,15,17
Acanthurus bahianus,GUADELOUPE,M,5/27/22,72.3,14,16
Acanthurus bahianus,GUADELOUPE,M,5/28/22,217.4,20.5,23
Acanthurus bahianus,GUADELOUPE,M,5/28/22,190.4,19.5,22.5
Acanthurus bahianus,GUADELOUPE,M,5/28/22,65.7,14,16
Acanthurus bahianus,GUADELOUPE,I,5/29/22,49.3,13,14.5
Acanthurus bahianus,GUADELOUPE,F,5/29/22,53.2,13,14.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,138.2,17.5,20.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,125.5,17,20
Acanthurus bahianus,GUADELOUPE,M,5/31/22,87,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,159.3,19,21.5
Acanthurus bahianus,GUADELOUPE,F,5/31/22,92.5,15.5,17.5
Acanthurus bahianus,GUADELOUPE,F,5/31/22,129.8,18,21
Acanthurus bahianus,GUADELOUPE,M,5/31/22,102.7,17,19
Acanthurus bahianus,GUADELOUPE,M,5/31/22,85.2,15,17.5
Acanthurus bahianus,GUADELOUPE,I,5/31/22,97.6,16,18.5
Acanthurus bahianus,GUADELOUPE,F,5/31/22,142.8,19,21
Acanthurus bahianus,GUADELOUPE,M,5/31/22,141.8,18,20.5
Acanthurus bahianus,GUADELOUPE,F,5/31/22,89.9,16.5,19
Acanthurus bahianus,GUADELOUPE,F,5/31/22,141.9,18,20
Acanthurus bahianus,GUADELOUPE,M,5/31/22,106.2,17,19.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,137.3,18,20.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,132.5,18,20
Acanthurus bahianus,GUADELOUPE,F,5/31/22,113.4,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,105.6,16.5,19
Acanthurus bahianus,GUADELOUPE,M,5/31/22,143,18.5,21
Acanthurus bahianus,GUADELOUPE,F,5/31/22,97.3,16,18
Acanthurus bahianus,GUADELOUPE,F,5/31/22,224.5,21.5,23
Acanthurus bahianus,GUADELOUPE,F,5/31/22,130.8,17.5,19.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,124.2,17.5,19
Acanthurus bahianus,GUADELOUPE,F,5/31/22,106.2,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,5/31/22,85.85,15,17
Acanthurus bahianus,GUADELOUPE,M,6/2/22,70.4,14,16.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,47.6,13,15
Acanthurus bahianus,GUADELOUPE,F,6/2/22,139.5,17.5,20
Acanthurus bahianus,GUADELOUPE,I,6/2/22,86.5,16,18.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,87.9,15.5,17.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,77.7,15,18
Acanthurus bahianus,GUADELOUPE,I,6/2/22,85.4,15.5,17.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,110.13,16.5,17.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,48.8,12.5,14
Acanthurus bahianus,GUADELOUPE,M,6/2/22,57.4,13.5,15
Acanthurus bahianus,GUADELOUPE,F,6/2/22,55.7,12.5,14
Acanthurus bahianus,GUADELOUPE,I,6/2/22,126,17.5,20
Acanthurus bahianus,GUADELOUPE,I,6/2/22,51.4,12.5,14
Acanthurus bahianus,GUADELOUPE,I,6/2/22,60.89,14,16
Acanthurus bahianus,GUADELOUPE,I,6/2/22,66.8,14,15.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,72.1,14.5,17
Acanthurus bahianus,GUADELOUPE,I,6/2/22,124.9,17,19
Acanthurus bahianus,GUADELOUPE,M,6/2/22,86,15,17.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,77.9,15,17
Acanthurus bahianus,GUADELOUPE,I,6/2/22,68.7,14.5,16.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,98.6,16,18.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,103.3,16,19
Acanthurus bahianus,GUADELOUPE,M,6/2/22,58.9,13.5,15.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,50.2,14,15.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,60.1,13.5,14.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,37.8,12,13.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,68.1,15,17
Acanthurus bahianus,GUADELOUPE,I,6/2/22,50,12.5,13
Acanthurus bahianus,GUADELOUPE,I,6/2/22,51.8,13,15
Acanthurus bahianus,GUADELOUPE,M,6/2/22,86.7,15.5,18
Acanthurus bahianus,GUADELOUPE,I,6/2/22,44.67,12.5,14
Acanthurus bahianus,GUADELOUPE,I,6/2/22,122.3,17,18
Acanthurus bahianus,GUADELOUPE,F,6/2/22,64.9,14,15.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,45,12.5,14
Acanthurus bahianus,GUADELOUPE,I,6/2/22,56.2,13.5,15.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,64.5,14,15.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,56.07,13,15
Acanthurus bahianus,GUADELOUPE,I,6/2/22,43,12,13
Acanthurus bahianus,GUADELOUPE,F,6/2/22,57.7,14,15.5
Acanthurus bahianus,GUADELOUPE,I,6/2/22,56.6,13,14.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,59.5,13.5,15.5
Acanthurus bahianus,GUADELOUPE,M,6/2/22,56.6,13.5,15.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,65.6,13.5,15
Acanthurus bahianus,GUADELOUPE,I,6/2/22,62.3,13,15
Acanthurus bahianus,GUADELOUPE,I,6/2/22,62.5,13.5,15.5
Acanthurus bahianus,GUADELOUPE,F,6/2/22,47.7,12.5,14
Acanthurus bahianus,GUADELOUPE,M,6/2/22,54.4,13.5,15
Acanthurus bahianus,GUADELOUPE,F,6/2/22,70.5,15,17
